Cust_ID,Target, Age ,Gender, Balance ,Occupation,No_OF_CR_TXNS,AGE_BKT
C11522,0,52,M,143218.49,SAL,43,>50
C11523,0,27,M,190150.64,SAL,23,26-30
C11524,0,47,M,153430.75,PROF,23,46-50
C11525,0,52,M,16260.48,PROF,33,>50
C11526,0,30,M,61736.92,PROF,36,26-30
C11527,0,25,M,115999.26,SELF-EMP,36,<25
C11528,0,55,M,85630.11,SAL,27,>50
C11529,0,46,M,233189.14,SAL,29,46-50
C11530,0,52,M,6044.43,SAL,43,>50
C11531,0,23,M,225555,PROF,44,<25
C11532,0,46,M,44063.7,SELF-EMP,21,46-50
C11533,0,55,M,22290.37,PROF,41,>50
C11534,0,26,M,127812.17,SAL,48,26-30
C11535,0,55,M,182864.1,SAL,47,>50
C11536,0,55,M,9530.71,SAL,33,>50
C11537,0,26,M,25467.66,SAL,22,26-30
C11538,0,50,M,93868.26,PROF,35,46-50
C11539,0,47,M,200853.23,SAL,18,46-50
C11540,0,37,M,134545.32,PROF,11,36-40
C11541,0,42,M,7664.84,SELF-EMP,17,41-45
C11542,0,25,M,234563.91,SAL,1,<25
C11543,0,52,M,256445.29,SAL,9,>50
C11544,0,47,M,83638.46,SAL,20,46-50
C11545,0,51,M,41505.91,SAL,39,>50
C11546,0,53,M,313702.34,SELF-EMP,12,>50
C11547,0,41,M,101767.75,SAL,33,41-45
C11548,0,47,M,177050.39,SAL,42,46-50
C11549,1,53,M,21376.14,PROF,42,>50
C11550,1,50,M,16178.34,,40,46-50
C11551,1,47,M,170658.15,,4,46-50
C11552,1,21,M,26512.52,PROF,18,<25
C11553,0,31,M,56951.15,PROF,4,31-35
C11554,0,39,M,42189.17,SELF-EMP,1,36-40
C11555,0,29,M,57769.8,SELF-EMP,26,26-30
C11556,0,29,M,225555,SAL,38,26-30
C11557,0,43,M,126939.51,SAL,24,41-45
C11558,0,42,M,12517.45,SELF-EMP,0,41-45
C11559,0,48,M,31012.12,SELF-EMP,28,46-50
C11560,0,38,M,2073.37,SELF-EMP,16,36-40
C11561,0,52,M,72976.56,SAL,47,>50
C11562,0,47,M,94810.17,PROF,30,46-50
C11563,0,29,M,78153.01,SAL,40,26-30
C11564,0,45,M,22628.4,SAL,4,41-45
C11565,0,46,M,114440.04,SELF-EMP,26,46-50
C11566,0,35,M,225555,SELF-EMP,5,31-35
C11567,0,30,M,221489.63,SELF-EMP,48,26-30
C11568,0,31,M,26717.84,SELF-EMP,5,31-35
C11569,0,41,M,10091.34,SAL,9,41-45
C11570,0,29,M,63787.17,PROF,30,26-30
C11571,0,49,M,58723.65,PROF,17,46-50
C11572,0,40,M,27599.87,SAL,24,36-40
C11573,0,31,M,12418.53,SAL,1,31-35
C11574,0,41,M,34109.87,PROF,44,41-45
C11575,0,30,M,122993.6,SELF-EMP,37,26-30
C11576,0,42,M,12902.48,PROF,18,41-45
C11577,0,25,M,64545.82,SAL,44,<25
C11578,0,25,M,4086.71,SAL,50,<25
C11579,0,46,M,225555,SAL,26,46-50
C11580,0,52,M,10740.42,SAL,13,>50
C11581,0,49,M,225555,SELF-EMP,5,46-50
C11582,1,51,M,83350.08,,7,>50
C11583,0,40,M,100504.85,PROF,40,36-40
C11584,0,42,M,62458.8,SELF-EMP,38,41-45
C11585,0,44,M,38863.67,SAL,33,41-45
C11586,0,52,M,40027.23,PROF,41,>50
C11587,0,32,M,113499.66,SAL,34,31-35
C11588,1,54,M,43116.56,,27,>50
C11589,1,54,M,215376.84,SELF-EMP,50,>50
C11590,1,37,M,102360.56,PROF,49,36-40
C11591,1,33,M,351116.93,,21,31-35
C11592,0,38,M,164850.98,SAL,13,36-40
C11593,0,40,M,115894.82,SAL,38,36-40
C11594,0,38,M,197483.33,SAL,29,36-40
C11595,0,48,M,106764.67,PROF,30,46-50
C11596,0,36,M,38083.94,SAL,2,36-40
C11597,0,30,M,8106.4,SAL,21,26-30
C11598,0,45,M,143427.47,PROF,20,41-45
C11599,0,44,M,51048.42,SELF-EMP,47,41-45
C11600,0,48,M,57796.31,SAL,15,46-50
C11601,0,39,M,134284.41,SELF-EMP,24,36-40
C11602,0,40,M,31724.07,SELF-EMP,4,36-40
C11603,0,36,M,191647.96,SAL,0,36-40
C11604,0,49,M,165521.41,SELF-EMP,1,46-50
C11605,0,25,M,24215.72,SELF-EMP,48,<25
C11606,0,25,M,166853.13,SAL,29,<25
C11607,0,43,M,182173.95,SAL,2,41-45
C11608,0,35,M,327423.56,SAL,33,31-35
C11609,0,32,M,59705.79,PROF,2,31-35
C11610,0,40,M,13312.99,SAL,30,36-40
C11611,0,32,M,8360.24,SELF-EMP,25,31-35
C11612,0,53,M,21245.59,SAL,22,>50
C11613,0,31,M,69447.51,SELF-EMP,41,31-35
C11614,0,55,M,196948.92,SAL,31,>50
C11615,0,48,M,143072.64,SAL,49,46-50
C11616,0,47,M,19136.23,SAL,13,46-50
C11617,0,39,M,38155.08,SAL,49,36-40
C11618,0,34,M,29737.64,SAL,10,31-35
C11619,0,43,M,24502.33,SAL,7,41-45
C11620,0,31,M,167550.51,SAL,42,31-35
C11621,0,52,M,4776.37,SAL,23,>50
C11622,1,28,M,91739.47,,5,26-30
C11623,0,30,M,20028.94,SAL,35,26-30
C11624,0,47,M,28120.25,SAL,16,46-50
C11625,0,36,M,119506.65,PROF,18,36-40
C11626,0,29,M,28627.23,PROF,27,26-30
C11627,0,22,M,121119.37,SELF-EMP,41,<25
C11628,1,43,M,67943.8,,4,41-45
C11629,1,32,M,186707.29,PROF,26,31-35
C11630,1,53,M,90166.13,,50,>50
C11631,1,47,M,121805.82,,10,46-50
C11632,0,32,M,11303.31,SAL,41,31-35
C11633,0,39,M,71157.33,SAL,38,36-40
C11634,0,54,M,179143.32,SAL,19,>50
C11635,0,24,M,9154.03,SAL,8,<25
C11636,0,25,M,172745.71,SAL,28,<25
C11637,0,25,M,225555,SAL,25,<25
C11638,0,25,M,151355.92,SAL,14,<25
C11639,0,55,M,124381.93,SAL,14,>50
C11640,0,29,M,149273.32,PROF,6,26-30
C11641,0,50,M,45225.29,SAL,21,46-50
C11642,0,39,M,225555,SELF-EMP,29,36-40
C11643,0,43,M,25425.82,SAL,12,41-45
C11644,0,43,M,18059.88,SAL,12,41-45
C11645,0,46,M,138170.63,SAL,7,46-50
C11646,0,53,M,104105.92,PROF,46,>50
C11647,0,37,M,89436.9,SAL,41,36-40
C11648,0,33,M,123476.8,PROF,28,31-35
C11649,0,52,M,93374.29,SELF-EMP,5,>50
C11650,0,43,M,64424.55,SELF-EMP,37,41-45
C11651,0,31,M,106899.67,PROF,21,31-35
C11652,0,31,M,6366.13,SAL,38,31-35
C11653,0,32,M,116182.31,SELF-EMP,26,31-35
C11654,0,37,M,22850.29,SAL,0,36-40
C11655,0,44,M,3757.17,SAL,47,41-45
C11656,0,28,M,214460.83,SAL,40,26-30
C11657,0,35,M,115472.71,SELF-EMP,41,31-35
C11658,0,34,M,506273.62,SELF-EMP,39,31-35
C11659,0,49,M,67564.93,SAL,42,46-50
C11660,0,54,M,14768.61,SELF-EMP,16,>50
C11661,0,41,M,203215.81,SAL,11,41-45
C11662,0,34,M,139995.65,SELF-EMP,12,31-35
C11663,0,34,M,225555,SAL,30,31-35
C11664,0,35,M,93282.51,SAL,47,31-35
C11665,0,49,M,14641.73,SAL,0,46-50
C11666,0,54,M,225555,SAL,47,>50
C11667,0,35,M,225555,PROF,30,31-35
C11668,0,43,M,139882.77,SAL,33,41-45
C11669,0,40,M,157249.22,SAL,50,36-40
C11670,0,53,M,99140.88,SAL,18,>50
C11671,0,45,M,31333.51,SAL,7,41-45
C11672,0,27,M,131905.88,SAL,27,26-30
C11673,0,32,M,225555,PROF,13,31-35
C11674,0,33,M,12680.42,PROF,48,31-35
C11675,0,28,M,23212.84,PROF,45,26-30
C11676,0,27,M,77425.15,PROF,5,26-30
C11677,0,38,M,244706.94,PROF,0,36-40
C11678,0,40,M,179024.52,PROF,32,36-40
C11679,0,45,M,90653.45,SAL,46,41-45
C11680,0,37,M,15710.48,SAL,41,36-40
C11681,0,52,M,155241.99,SAL,29,>50
C11682,0,48,M,225555,PROF,2,46-50
C11683,0,40,M,72797.6,PROF,6,36-40
C11684,0,27,M,49004.14,SELF-EMP,31,26-30
C11685,0,55,M,11954.98,SAL,20,>50
C11686,0,54,M,37727.04,SAL,13,>50
C11687,0,41,M,50812.74,PROF,23,41-45
C11688,0,28,M,52234.69,SAL,50,26-30
C11689,0,54,M,24592.01,SELF-EMP,3,>50
C11690,0,42,M,48430.22,SAL,5,41-45
C11691,0,39,M,48493.23,PROF,5,36-40
C11692,0,40,M,43603.67,PROF,44,36-40
C11693,0,35,M,38680.6,SAL,1,31-35
C11694,0,30,M,21973.19,PROF,44,26-30
C11695,0,50,M,13812.32,SAL,2,46-50
C11696,0,46,M,8425.21,SELF-EMP,9,46-50
C11697,0,38,M,57821.34,SELF-EMP,42,36-40
C11698,0,46,M,47679.71,PROF,10,46-50
C11699,0,54,M,7809.04,SAL,8,>50
C11700,0,27,M,25238.48,SAL,45,26-30
C11701,0,49,M,2229.52,SAL,48,46-50
C11702,0,52,M,28991.25,PROF,12,>50
C11703,0,49,M,29499.84,SAL,15,46-50
C11704,0,49,M,102729.24,SAL,7,46-50
C11705,0,22,M,225555,SAL,8,<25
C11706,0,40,M,12171.66,SAL,20,36-40
C11707,0,46,M,75371.09,PROF,13,46-50
C11708,0,27,M,91330.4,PROF,22,26-30
C11709,0,33,M,225555,SAL,44,31-35
C11710,0,42,M,225555,SAL,1,41-45
C11711,0,31,M,633865.95,PROF,16,31-35
C11712,0,53,M,91959.03,SAL,33,>50
C11713,0,50,M,31608.08,SAL,13,46-50
C11714,0,40,M,5452.65,SAL,24,36-40
C11715,0,44,M,50822.04,PROF,46,41-45
C11716,0,46,M,194150.88,SAL,9,46-50
C11717,0,42,M,25888.16,PROF,6,41-45
C11718,0,37,M,225555,SAL,25,36-40
C11719,0,41,M,97963.69,SAL,4,41-45
C11720,0,51,M,16144.82,SAL,2,>50
C11721,0,33,M,151086.65,SELF-EMP,30,31-35
C11722,0,48,M,11754.61,SAL,1,46-50
C11723,0,44,M,48343.97,PROF,10,41-45
C11724,0,54,M,225555,PROF,25,>50
C11725,0,54,M,23016.74,SELF-EMP,26,>50
C11726,0,39,M,152190.05,SAL,16,36-40
C11727,0,50,M,14849.88,PROF,27,46-50
C11728,0,51,M,35311.96,PROF,13,>50
C11729,0,40,M,10319.27,SAL,2,36-40
C11730,0,42,M,63824.43,SAL,8,41-45
C11731,0,37,M,58859.03,SAL,7,36-40
C11732,0,40,M,152543.85,SAL,10,36-40
C11733,0,38,M,23448.05,PROF,28,36-40
C11734,0,47,M,1916.95,SAL,40,46-50
C11735,0,38,M,7141.61,SAL,26,36-40
C11736,0,53,M,28476.59,SAL,40,>50
C11737,0,38,M,11540.76,SELF-EMP,1,36-40
C11738,0,52,M,902153.9,SAL,35,>50
C11739,0,42,M,79059.2,SAL,4,41-45
C11740,0,43,M,157876.51,SAL,29,41-45
C11741,0,30,M,30495.21,PROF,37,26-30
C11742,0,49,M,128040.3,PROF,18,46-50
C11743,0,32,M,11479.4,SAL,1,31-35
C11744,0,39,M,225555,SAL,47,36-40
C11745,0,34,M,225555,PROF,4,31-35
C11746,0,53,M,10094.79,SAL,24,>50
C11747,0,37,M,7373.89,SELF-EMP,19,36-40
C11748,0,45,M,80851.81,SELF-EMP,3,41-45
C11749,0,27,M,122823.34,SAL,48,26-30
C11750,0,54,M,225555,SAL,28,>50
C11751,0,31,M,14360.75,SELF-EMP,37,31-35
C11752,0,42,M,57005.18,SELF-EMP,0,41-45
C11753,0,52,M,63333.78,SAL,0,>50
C11754,0,30,M,84797.85,SAL,3,26-30
C11755,0,43,M,176080.41,PROF,5,41-45
C11756,0,45,M,9574.92,SAL,18,41-45
C11757,0,37,M,225555,SELF-EMP,12,36-40
C11758,0,35,M,44329.39,SELF-EMP,34,31-35
C11759,0,31,M,44998.58,SELF-EMP,30,31-35
C11760,0,28,M,222431.98,SAL,29,26-30
C11761,0,37,M,79648.95,SAL,23,36-40
C11762,0,48,M,4425.02,SELF-EMP,39,46-50
C11763,0,28,M,12897.28,SAL,29,26-30
C11764,0,34,M,13928.87,SELF-EMP,43,31-35
C11765,0,31,M,180123.82,SAL,47,31-35
C11766,0,46,M,12242.15,SAL,34,46-50
C11767,0,36,M,55525.27,SAL,6,36-40
C11768,0,43,M,75199.59,SELF-EMP,41,41-45
C11769,0,55,M,147181.5,PROF,21,>50
C11770,0,32,M,65796.13,SAL,25,31-35
C11771,0,50,M,30474.34,SAL,49,46-50
C11772,0,43,M,5279.44,SAL,1,41-45
C11773,0,31,M,68167.6,SELF-EMP,27,31-35
C11774,0,35,M,102557.38,SAL,11,31-35
C11775,0,23,M,46625.44,SAL,25,<25
C11776,0,33,M,28028.9,SAL,7,31-35
C11777,0,37,M,23458.02,SAL,45,36-40
C11778,0,54,M,4605.69,SAL,49,>50
C11779,0,29,M,151733.27,SAL,33,26-30
C11780,0,55,M,244677.58,SAL,38,>50
C11781,0,55,M,2221.91,PROF,6,>50
C11782,0,35,M,5335.78,SAL,22,31-35
C11783,0,26,M,218541.87,PROF,14,26-30
C11784,0,45,M,11826.78,PROF,31,41-45
C11785,0,48,M,117479.82,SAL,4,46-50
C11786,0,28,M,225555,SAL,37,26-30
C11787,0,55,M,164487.9,SAL,8,>50
C11788,0,30,M,55574.55,SELF-EMP,43,26-30
C11789,0,52,M,100386.28,SAL,45,>50
C11790,0,47,M,8219.2,PROF,29,46-50
C11791,0,28,M,501977.48,SELF-EMP,28,26-30
C11792,0,54,M,24093.15,SAL,34,>50
C11793,0,28,M,225555,SAL,9,26-30
C11794,0,50,M,116826.54,SAL,4,46-50
C11795,0,50,M,165389.62,SAL,10,46-50
C11796,0,40,M,225555,SAL,40,36-40
C11797,0,37,M,225555,SAL,7,36-40
C11798,0,34,M,23310.52,SAL,38,31-35
C11799,0,31,M,580439.5,SAL,28,31-35
C11800,0,29,M,204705,SELF-EMP,3,26-30
C11801,0,55,M,46017.21,SAL,43,>50
C11802,0,47,M,103111.45,SAL,47,46-50
C11803,0,47,M,136229.42,SAL,11,46-50
C11804,0,47,M,2233.75,SAL,29,46-50
C11805,0,30,M,10839.63,SELF-EMP,6,26-30
C11806,0,45,M,178337.21,SAL,5,41-45
C11807,0,32,M,225555,SAL,41,31-35
C11808,0,39,M,32651.76,SAL,23,36-40
C11809,0,31,M,25007.53,SELF-EMP,35,31-35
C11810,0,31,M,100488.53,PROF,45,31-35
C11811,0,37,M,225555,SELF-EMP,7,36-40
C11812,0,32,M,225555,SELF-EMP,15,31-35
C11813,0,55,M,225555,SAL,10,>50
C11814,0,40,M,4290.79,SAL,30,36-40
C11815,0,41,M,665819.43,SAL,21,41-45
C11816,0,38,M,249174.39,SAL,29,36-40
C11817,0,33,M,45737.44,SAL,43,31-35
C11818,0,42,M,111979.44,PROF,33,41-45
C11819,0,44,M,43022.44,SAL,5,41-45
C11820,0,28,M,40239.42,SAL,48,26-30
C11821,0,31,M,14708.06,SELF-EMP,16,31-35
C11822,0,35,M,143619.3,PROF,11,31-35
C11823,0,29,M,27879.1,SELF-EMP,19,26-30
C11824,0,33,M,225555,SELF-EMP,36,31-35
C11825,0,26,M,614581.31,SELF-EMP,34,26-30
C11826,0,26,M,123277.58,SELF-EMP,32,26-30
C11827,0,28,M,44841.53,PROF,49,26-30
C11828,0,31,M,225555,PROF,28,31-35
C11829,0,44,M,33945.61,PROF,29,41-45
C11830,0,46,M,5614.39,PROF,1,46-50
C11831,0,42,M,81854.28,SELF-EMP,32,41-45
C11832,0,29,M,19247.58,SELF-EMP,40,26-30
C11833,0,36,M,63229.32,SELF-EMP,16,36-40
C11834,0,52,M,139548.35,SELF-EMP,49,>50
C11835,0,43,M,11432.55,SELF-EMP,25,41-45
C11836,0,46,M,72628.29,SELF-EMP,22,46-50
C11837,0,28,M,96963.24,SELF-EMP,5,26-30
C11838,0,28,M,225555,SENP,39,26-30
C11839,0,51,M,18375.56,SENP,37,>50
C11840,0,51,M,31308.31,SENP,1,>50
C11841,0,53,M,3035.28,SENP,35,>50
C11842,0,34,M,18977.01,SENP,47,31-35
C11843,0,33,M,18692.19,SENP,49,31-35
C11844,0,31,M,225555,SAL,48,31-35
C11845,0,48,M,113496.74,SAL,42,46-50
C11846,0,31,M,165461.41,SAL,10,31-35
C11847,0,43,M,126767.14,SAL,27,41-45
C11848,0,55,M,133310.23,PROF,1,>50
C11849,0,53,M,11206.37,PROF,48,>50
C11850,0,45,M,68983.84,PROF,19,41-45
C11851,0,29,M,56218.4,PROF,22,26-30
C11852,0,23,M,223328.4,SENP,15,<25
C11853,0,35,M,44249.18,SENP,47,31-35
C11854,0,39,M,184814.29,SENP,40,36-40
C11855,0,28,M,126038.55,SENP,20,26-30
C11856,0,37,M,16939.69,SENP,31,36-40
C11857,0,31,M,9929.27,SENP,0,31-35
C11858,0,54,M,160520.32,SENP,31,>50
C11859,0,28,M,54272.5,PROF,27,26-30
C11860,0,48,M,1704.75,PROF,11,46-50
C11861,0,44,M,126981.14,PROF,21,41-45
C11862,0,53,M,69063.82,PROF,24,>50
C11863,0,48,M,153812.05,SENP,49,46-50
C11864,0,32,M,225555,SENP,23,31-35
C11865,0,27,M,26860.81,SENP,19,26-30
C11866,0,40,M,189246.67,SENP,1,36-40
C11867,0,26,M,225555,SENP,20,26-30
C11868,0,44,M,89448.86,SAL,30,41-45
C11869,0,25,M,225555,SAL,20,<25
C11870,0,34,M,108726.26,SAL,27,31-35
C11871,0,28,M,585295.66,SENP,46,26-30
C11872,0,53,M,225555,PROF,36,>50
C11873,0,55,M,201136.85,PROF,37,>50
C11874,0,46,M,225555,SAL,11,46-50
C11875,0,50,M,133173.53,SAL,39,46-50
C11876,0,46,M,23977.59,SAL,44,46-50
C11877,0,33,M,35972.38,SAL,24,31-35
C11878,0,38,M,29805.41,SENP,1,36-40
C11879,0,29,M,4361.37,SAL,24,26-30
C11880,0,55,M,225555,SAL,9,>50
C11881,0,30,M,860217.4,SAL,39,26-30
C11882,0,43,M,225555,SENP,50,41-45
C11883,0,36,M,2142,PROF,12,36-40
C11884,0,39,M,158020.14,SAL,42,36-40
C11885,0,40,M,92438.21,SENP,28,36-40
C11886,0,30,M,49215.26,SAL,40,26-30
C11887,0,41,M,225555,PROF,32,41-45
C11888,0,42,M,99849.17,SAL,34,41-45
C11889,0,37,M,150323.05,PROF,9,36-40
C11890,0,35,M,225555,SAL,39,31-35
C11891,0,27,M,153827.71,SAL,38,26-30
C11892,0,23,M,49530.36,SAL,6,<25
C11893,0,23,M,153168.08,PROF,49,<25
C11894,0,31,M,185307.78,SAL,38,31-35
C11895,0,40,M,225555,SAL,15,36-40
C11896,0,45,M,123659.9,SAL,35,41-45
C11897,0,33,M,4242.22,SENP,6,31-35
C11898,0,38,M,15860.41,PROF,48,36-40
C11899,0,39,M,30857.27,SAL,11,36-40
C11900,0,38,M,225555,PROF,28,36-40
C11901,0,44,M,82254.47,PROF,18,41-45
C11902,0,28,M,32972.44,SAL,34,26-30
C11903,0,38,M,33039.15,SAL,14,36-40
C11904,0,50,M,5630.57,SAL,17,46-50
C11905,0,33,M,42934.91,SAL,37,31-35
C11906,0,43,M,6172.05,PROF,8,41-45
C11907,0,52,M,13599.1,,6,>50
C11908,0,32,M,2770.8,SAL,28,31-35
C11909,0,28,M,644634.77,SAL,2,26-30
C11910,0,26,M,225555,SENP,50,26-30
C11911,0,46,M,225555,SENP,10,46-50
C11912,0,39,M,120001.51,PROF,30,36-40
C11913,0,26,M,734244.03,PROF,10,26-30
C11914,0,24,M,26238,SAL,6,<25
C11915,0,29,M,225555,SAL,18,26-30
C11916,0,22,M,181502.57,SAL,34,<25
C11917,0,52,M,189519.26,PROF,19,>50
C11918,0,27,M,225555,SENP,44,26-30
C11919,0,30,M,657579.13,SAL,1,26-30
C11920,0,26,M,225555,SENP,38,26-30
C11921,0,29,M,14460.42,SENP,46,26-30
C11922,0,26,M,67814.45,SAL,35,26-30
C11923,0,50,M,193799.53,SAL,9,46-50
C11924,0,50,M,51783.41,SAL,1,46-50
C11925,0,43,M,225555,PROF,5,41-45
C11926,0,51,M,225555,SAL,8,>50
C11927,0,53,M,102374.37,SENP,18,>50
C11928,0,39,M,41981.91,PROF,45,36-40
C11929,0,51,M,8227.53,PROF,39,>50
C11930,0,27,M,205372.8,PROF,10,26-30
C11931,0,44,M,130376.76,SAL,12,41-45
C11932,0,23,M,69305.94,SAL,28,<25
C11933,0,23,M,216300.95,PROF,12,<25
C11934,0,45,M,97746.29,SENP,42,41-45
C11935,0,34,M,237106.49,SENP,45,31-35
C11936,0,34,M,31828.96,SENP,37,31-35
C11937,0,22,M,102629.71,SENP,9,<25
C11938,0,45,M,38348.2,SAL,6,41-45
C11939,0,29,M,32784.67,PROF,11,26-30
C11940,0,46,M,472.07,PROF,32,46-50
C11941,0,48,M,50284.95,PROF,13,46-50
C11942,0,33,M,225555,SAL,19,31-35
C11943,0,40,M,73689.21,PROF,15,36-40
C11944,0,39,M,10364.82,SAL,27,36-40
C11945,0,53,M,111702.89,SAL,17,>50
C11946,0,36,M,34839.28,SAL,44,36-40
C11947,0,43,M,71907.31,PROF,36,41-45
C11948,0,36,M,8880.2,PROF,37,36-40
C11949,0,41,M,228238.26,PROF,50,41-45
C11950,0,45,M,245374.56,SENP,41,41-45
C11951,0,48,M,86383.78,PROF,30,46-50
C11952,0,51,M,44553.93,SAL,24,>50
C11953,0,28,M,503201.86,SENP,40,26-30
C11954,0,52,M,225555,SAL,20,>50
C11955,0,48,M,225555,SAL,38,46-50
C11956,0,26,M,165481.81,SAL,39,26-30
C11957,0,36,M,17533.09,SAL,11,36-40
C11958,0,24,M,41505.74,PROF,35,<25
C11959,0,35,M,238745.67,PROF,10,31-35
C11960,0,39,M,8832.93,SAL,21,36-40
C11961,0,35,M,49208.63,SAL,8,31-35
C11962,0,50,M,73961.15,PROF,50,46-50
C11963,0,43,M,149524.13,SAL,29,41-45
C11964,0,30,M,121325.2,SAL,25,26-30
C11965,0,28,M,207610.43,SAL,25,26-30
C11966,0,26,M,235000,SAL,32,26-30
C11967,0,30,M,34472.52,SAL,12,26-30
C11968,0,35,M,143043.27,SAL,13,31-35
C11969,0,28,M,16180.97,SAL,28,26-30
C11970,0,32,M,40547.5,SAL,10,31-35
C11971,0,37,M,790.8,PROF,46,36-40
C11972,0,30,M,235000,SAL,50,26-30
C11973,0,35,M,235000,SAL,17,31-35
C11974,0,53,M,235000,PROF,11,>50
C11975,0,26,M,8183.86,PROF,0,26-30
C11976,0,46,M,6752.5,PROF,1,46-50
C11977,0,46,M,8395.74,PROF,20,46-50
C11978,0,49,M,15231.15,PROF,1,46-50
C11979,0,27,M,233431.66,SAL,22,26-30
C11980,0,30,M,235000,SAL,36,26-30
C11981,0,44,M,37307.73,PROF,25,41-45
C11982,0,43,M,83181.8,PROF,45,41-45
C11983,0,44,M,10333.7,PROF,39,41-45
C11984,0,45,M,29141.81,SAL,41,41-45
C11985,0,55,M,93673.63,PROF,42,>50
C11986,0,28,M,235000,PROF,44,26-30
C11987,0,27,M,235000,SAL,41,26-30
C11988,0,49,M,65104.6,SAL,27,46-50
C11989,0,32,M,235000,SAL,36,31-35
C11990,0,34,M,203988.62,PROF,19,31-35
C11991,0,31,M,7473.53,SAL,34,31-35
C11992,0,40,M,142368.16,SAL,23,36-40
C11993,0,32,M,1246966.77,SAL,49,31-35
C11994,0,32,M,45601.53,PROF,26,31-35
C11995,0,49,M,4118.55,SAL,17,46-50
C11996,0,41,M,54909.86,PROF,6,41-45
C11997,0,32,M,73931.94,SAL,29,31-35
C11998,0,50,M,155669.15,PROF,48,46-50
C11999,0,30,M,239151.46,PROF,38,26-30
C12000,0,23,M,246575.71,SAL,31,<25
C12001,0,29,M,235000,PROF,43,26-30
C12002,0,40,M,102937.07,PROF,25,36-40
C12003,0,43,M,17749.23,PROF,39,41-45
C12004,0,50,M,22501.89,PROF,9,46-50
C12005,0,54,M,83176.57,PROF,26,>50
C12006,0,47,M,83564.72,PROF,34,46-50
C12007,0,55,M,28737.07,PROF,16,>50
C12008,0,53,M,1082.21,SAL,14,>50
C12009,0,31,M,181225.56,SAL,22,31-35
C12010,0,41,M,15285.92,SAL,24,41-45
C12011,0,29,M,56583.42,PROF,40,26-30
C12012,0,48,M,42792.78,PROF,4,46-50
C12013,0,32,M,76496.36,SAL,21,31-35
C12014,0,54,M,3419.51,SAL,10,>50
C12015,0,43,M,199790.21,PROF,43,41-45
C12016,0,51,M,97419.72,PROF,36,>50
C12017,0,46,M,118872.86,PROF,22,46-50
C12018,0,31,M,54717.16,SAL,36,31-35
C12019,0,53,M,5690.68,SELF-EMP,15,>50
C12020,0,39,M,13275.18,SELF-EMP,20,36-40
C12021,0,53,M,96235.35,PROF,25,>50
C12022,0,52,M,235000,PROF,36,>50
C12023,0,45,M,66537.48,SAL,12,41-45
C12024,0,46,M,161468.41,PROF,32,46-50
C12025,0,48,M,65507.98,SELF-EMP,13,46-50
C12026,0,51,M,235000,PROF,5,>50
C12027,0,29,M,0.27,SELF-EMP,37,26-30
C12028,0,43,M,235000,SAL,2,41-45
C12029,0,31,M,62908.98,SAL,43,31-35
C12030,0,53,M,22926.89,PROF,26,>50
C12031,0,28,M,183635.22,SAL,19,26-30
C12032,0,54,M,97868.23,SAL,21,>50
C12033,0,54,M,51318.45,SELF-EMP,49,>50
C12034,0,42,M,235000,SAL,42,41-45
C12035,0,29,M,16647.22,SAL,6,26-30
C12036,0,48,M,6892.35,PROF,12,46-50
C12037,0,43,M,43304.22,PROF,43,41-45
C12038,0,30,M,24233.04,PROF,3,26-30
C12039,0,45,M,249034.23,SAL,36,41-45
C12040,0,52,M,193354.9,SAL,6,>50
C12041,0,30,M,24693.58,PROF,12,26-30
C12042,0,33,M,43807.96,PROF,31,31-35
C12043,0,34,M,5527.94,SELF-EMP,47,31-35
C12044,0,25,M,16363.34,PROF,19,<25
C12045,0,32,M,406502.2,SAL,47,31-35
C12046,0,31,M,70497.36,PROF,34,31-35
C12047,0,32,M,170978.65,SAL,17,31-35
C12048,0,44,M,184076.95,SAL,45,41-45
C12049,0,46,M,215222.64,SELF-EMP,11,46-50
C12050,0,32,M,235012.05,PROF,31,31-35
C12051,0,29,M,247567.74,PROF,46,26-30
C12052,0,29,M,38766.97,PROF,4,26-30
C12053,0,36,M,6398.86,PROF,21,36-40
C12054,0,44,M,9709.28,PROF,44,41-45
C12055,0,50,M,107461.54,SAL,27,46-50
C12056,0,28,M,24484.45,SAL,49,26-30
C12057,0,35,M,54966.86,SAL,17,31-35
C12058,0,28,M,2805.62,PROF,35,26-30
C12059,0,37,M,232174.93,PROF,9,36-40
C12060,0,26,M,326938.09,PROF,35,26-30
C12061,0,43,M,81254.75,PROF,37,41-45
C12062,0,46,M,142628.66,PROF,29,46-50
C12063,0,31,M,68754.7,SAL,29,31-35
C12064,0,29,M,21252.38,PROF,13,26-30
C12065,0,53,M,40121.51,SAL,28,>50
C12066,0,51,M,120319.07,SAL,43,>50
C12067,0,42,M,287810.57,SAL,24,41-45
C12068,0,50,M,302596.74,PROF,18,46-50
C12069,0,40,M,131478.61,SAL,8,36-40
C12070,0,40,M,356862.81,PROF,28,36-40
C12071,0,32,M,292098.05,PROF,0,31-35
C12072,0,34,M,5174.15,SELF-EMP,23,31-35
C12073,0,29,M,35564.15,SAL,40,26-30
C12074,0,32,M,39398.81,SELF-EMP,1,31-35
C12075,0,28,M,31821.99,PROF,20,26-30
C12076,0,28,M,74829.23,SAL,38,26-30
C12077,0,29,M,52119.83,SAL,41,26-30
