,Unnamed: 0,Unnamed: 0.1,author,publicationTime,bodyText,Clean_Data,Clean,Clean1
143,143,143,id:twitter.com:786764389,2016-10-02,RT @AustralisTerry: Huge vertical solar farm in Melbourne CBD and all #NSWPOL gets is coal &amp;coal seam gas mines #auspol #shenhua #CSG https?,RT @AustralisTerry: Huge vertical solar farm in Melbourne CBD and all #NSWPOL gets is coal &amp;coal seam gas mines #auspol #shenhua #CSG ,: Huge vertical solar farm in Melbourne CBD and all gets is coal &amp;coal seam gas mines, Huge vertical solar farm in Melbourne CBD and all gets is coal &amp;coal seam gas mines
144,144,144,id:twitter.com:3186440924,2016-10-02,RT @AusConservation: Qld mining lobby concedes the age of #coal is over: https://t.co/QgzfO4QUeE #Carmichael #qldpol #auspol @KellyOShanassy,RT @AusConservation: Qld mining lobby concedes the age of #coal is over:  #Carmichael #qldpol #auspol @KellyOShanassy,: Qld mining lobby concedes the age of is over:, Qld mining lobby concedes the age of is over:
145,145,145,id:twitter.com:198296897,2016-10-02,URGENT PETITION calling on the @NHMRC to study the health impacts of dangerous #csg #auspol  https://t.co/WrC4wJF0Qk https://t.co/qqNMvFLKuq,URGENT PETITION calling on the @NHMRC to study the health impacts of dangerous #csg #auspol   ,URGENT PETITION calling on the to study the health impacts of dangerous,URGENT PETITION calling on the to study the health impacts of dangerous
146,146,146,id:twitter.com:2491199766,2016-10-02,RT @AusConservation: Qld mining lobby concedes the age of #coal is over: https://t.co/QgzfO4QUeE #Carmichael #qldpol #auspol @KellyOShanassy,RT @AusConservation: Qld mining lobby concedes the age of #coal is over:  #Carmichael #qldpol #auspol @KellyOShanassy,: Qld mining lobby concedes the age of is over:, Qld mining lobby concedes the age of is over:
147,147,147,id:twitter.com:2911469983,2016-10-02,We love @GregHuntMP for protecting our #coal mining self welfaring interests! #ThanksGreg @AnnettaMallon https://t.co/bW61oaRR1V,We love @GregHuntMP for protecting our #coal mining self welfaring interests! #ThanksGreg @AnnettaMallon ,We love for protecting our mining self welfaring interests!,We love for protecting our mining self welfaring interests!
148,148,148,id:twitter.com:341330045,2016-10-02,"RT @L_DeWeaver: Unbelievable, especially when you know that #coal is killing a lot of #sustainable tourism jobs with pollution. https://t.c?","RT @L_DeWeaver: Unbelievable, especially when you know that #coal is killing a lot of #sustainable tourism jobs with pollution. ",": Unbelievable, especially when you know that is killing a lot of tourism jobs with pollution."," Unbelievable, especially when you know that is killing a lot of tourism jobs with pollution."
149,149,149,id:twitter.com:91676348,2016-10-02,RT @Phil_Laird1: When PM &amp; incoming Deputy oppose #Shenhua #coal mine on #LPP:What chance has it got? #auspol https://t.co/yUg70OAc2W https?,RT @Phil_Laird1: When PM &amp; incoming Deputy oppose #Shenhua #coal mine on #LPP:What chance has it got? #auspol  ,: When PM &amp; incoming Deputy oppose mine on :What chance has it got?, When PM  incoming Deputy oppose mine on :What chance has it got?
150,150,150,id:twitter.com:91676348,2016-10-02,RT @StopShenhua: #Liverpoolplains farmers sending the #???????? message to China #shenhua #auspol @aiww https://t.co/OFWN183bhZ https://t.c?,RT @StopShenhua: #Liverpoolplains farmers sending the #???????? message to China #shenhua #auspol @aiww  ,: farmers sending the ???????? message to China, farmers sending the ???????? message to China
151,151,151,id:twitter.com:400495760,2016-10-02,RT @StopShenhua: #Liverpoolplains farmers sending the #???????? message to China #shenhua #auspol @aiww https://t.co/OFWN183bhZ https://t.c?,RT @StopShenhua: #Liverpoolplains farmers sending the #???????? message to China #shenhua #auspol @aiww  ,: farmers sending the ???????? message to China, farmers sending the ???????? message to China
152,152,152,id:twitter.com:91676348,2016-10-02,"RT @StopShenhua: ""Not that I'm aware of.."" said @mikebairdmp today on #shenhua #liverpoolplains rumours #auspol #nswpol @TonyHWindsor https?","RT @StopShenhua: ""Not that I'm aware of.."" said @mikebairdmp today on #shenhua #liverpoolplains rumours #auspol #nswpol @TonyHWindsor ",": ""Not that I'm aware of.."" said today on rumours"," ""Not that I'm aware of.."" said today on rumours"
153,153,153,id:twitter.com:341330045,2016-10-02,"give Greg a gold star 
&gt;&gt; Adani #coal #GreatBarrierReef #fail  https://t.co/jkLQu8QYGX","give Greg a gold star 
&gt;&gt; Adani #coal #GreatBarrierReef #fail  ",give Greg a gold star &gt;&gt; Adani,give Greg a gold star &gt;&gt; Adani
154,154,154,id:twitter.com:91676348,2016-10-02,"RT @StopShenhua: ""No amount of conditions placed on this can disguise what is a disastrous decision"" #shenhua #auspol @greghuntmp https://t?","RT @StopShenhua: ""No amount of conditions placed on this can disguise what is a disastrous decision"" #shenhua #auspol @greghuntmp ",": ""No amount of conditions placed on this can disguise what is a disastrous decision"""," ""No amount of conditions placed on this can disguise what is a disastrous decision"""
155,155,155,id:twitter.com:324832158,2016-10-02,"RT @StopShenhua: ""No amount of conditions placed on this can disguise what is a disastrous decision"" #shenhua #auspol @greghuntmp https://t?","RT @StopShenhua: ""No amount of conditions placed on this can disguise what is a disastrous decision"" #shenhua #auspol @greghuntmp ",": ""No amount of conditions placed on this can disguise what is a disastrous decision"""," ""No amount of conditions placed on this can disguise what is a disastrous decision"""
156,156,156,id:twitter.com:1549362066,2016-10-02,"RT @StopShenhua: ""No amount of conditions placed on this can disguise what is a disastrous decision"" #shenhua #auspol @greghuntmp https://t?","RT @StopShenhua: ""No amount of conditions placed on this can disguise what is a disastrous decision"" #shenhua #auspol @greghuntmp ",": ""No amount of conditions placed on this can disguise what is a disastrous decision"""," ""No amount of conditions placed on this can disguise what is a disastrous decision"""
157,157,157,id:twitter.com:1018641204,2016-10-02,"RT @350Australia: Adani Group's Aust #coal mining troubles far from over. 
https://t.co/KO1rp5LlQs https://t.co/iKRHZphy7Q","RT @350Australia: Adani Group's Aust #coal mining troubles far from over. 
 ",: Adani Group's Aust mining troubles far from over., Adani Group's Aust mining troubles far from over.
158,158,158,id:twitter.com:136226033,2016-10-02,RT @peterjameswills: @jamiesonmurph @StopShenhua @TonyHWindsor it won't wash with voters #shenhua #auspol @Barnaby_Joyce https://t.co/xpXoZ?,RT @peterjameswills: @jamiesonmurph @StopShenhua @TonyHWindsor it won't wash with voters #shenhua #auspol @Barnaby_Joyce ,: it won't wash with voters, it won't wash with voters
159,159,159,id:twitter.com:485497413,2016-10-02,RT @peterjameswills: @jamiesonmurph @StopShenhua @TonyHWindsor it won't wash with voters #shenhua #auspol @Barnaby_Joyce https://t.co/xpXoZ?,RT @peterjameswills: @jamiesonmurph @StopShenhua @TonyHWindsor it won't wash with voters #shenhua #auspol @Barnaby_Joyce ,: it won't wash with voters, it won't wash with voters
160,160,160,id:twitter.com:302514252,2016-10-02,"RT @peterjameswills: China SOE can't close 4300 mines at home &amp; open 1 here, that ain't going to wash.. @Barnaby_Joyce #auspol #shenhua htt?","RT @peterjameswills: China SOE can't close 4300 mines at home &amp; open 1 here, that ain't going to wash.. @Barnaby_Joyce #auspol #shenhua htt?",": China SOE can't close mines at home &amp; open here, that ain't going to wash.. htt?"," China SOE can't close mines at home  open here, that ain't going to wash.. htt?"
161,161,161,id:twitter.com:25664945,2016-10-02,"RT @peterjameswills: China SOE can't close 4300 mines at home &amp; open 1 here, that ain't going to wash.. @Barnaby_Joyce #auspol #shenhua htt?","RT @peterjameswills: China SOE can't close 4300 mines at home &amp; open 1 here, that ain't going to wash.. @Barnaby_Joyce #auspol #shenhua htt?",": China SOE can't close mines at home &amp; open here, that ain't going to wash.. htt?"," China SOE can't close mines at home  open here, that ain't going to wash.. htt?"
162,162,162,id:twitter.com:3229016648,2016-10-02,RT @StopShenhua: #Liverpoolplains farmers sending the #???????? message to China #shenhua #auspol @aiww https://t.co/OFWN183bhZ https://t.c?,RT @StopShenhua: #Liverpoolplains farmers sending the #???????? message to China #shenhua #auspol @aiww  ,: farmers sending the ???????? message to China, farmers sending the ???????? message to China
163,163,163,id:twitter.com:2725865306,2016-10-02,"@VicFarmers coal seam gas taskforce mystery 

#fracking #csg #springst #auspol @LakesOil  https://t.co/uVRRFNqPyX","@VicFarmers coal seam gas taskforce mystery 

#fracking #csg #springst #auspol @LakesOil  ",coal seam gas taskforce mystery,coal seam gas taskforce mystery
164,164,164,id:twitter.com:159436272,2016-10-02,RT @peterjameswills: @jamiesonmurph @StopShenhua @TonyHWindsor it won't wash with voters #shenhua #auspol @Barnaby_Joyce https://t.co/xpXoZ?,RT @peterjameswills: @jamiesonmurph @StopShenhua @TonyHWindsor it won't wash with voters #shenhua #auspol @Barnaby_Joyce ,: it won't wash with voters, it won't wash with voters
165,165,165,id:twitter.com:1427060006,2016-10-02,RT @Energydesk: NEW: The UK?s unexpectedly speedy #coal phase out just keeps on picking up speed https://t.co/S4BmuC6hR4 by @zdboren https:?,RT @Energydesk: NEW: The UK?s unexpectedly speedy #coal phase out just keeps on picking up speed  by @zdboren ,: NEW: The UK?s uneectedly speedy phase out just keeps on picking up speed by, NEW: The UK?s uneectedly speedy phase out just keeps on picking up speed by
166,166,166,id:twitter.com:2725865306,2016-10-02,"@VicFarmers caught up in coal seam gas mystery 

#fracking #csg #springst #auspol @LakesOil @theage @APPEALtd   https://t.co/uVRRFNqPyX","@VicFarmers caught up in coal seam gas mystery 

#fracking #csg #springst #auspol @LakesOil @theage @APPEALtd   ",caught up in coal seam gas mystery,caught up in coal seam gas mystery
167,167,167,id:twitter.com:2575926475,2016-10-02,#coalisdead #MKR hahaha,#coalisdead #MKR hahaha,hahaha,hahaha
168,168,168,id:twitter.com:2725865306,2016-10-02,"@VicFarmers implicated in coal seam gas ""mystery"" 

#fracking #csg #springst #auspol @LakesOil @theage #agchatoz  https://t.co/uVRRFNqPyX","@VicFarmers implicated in coal seam gas ""mystery"" 

#fracking #csg #springst #auspol @LakesOil @theage #agchatoz  ","implicated in coal seam gas ""mystery""","implicated in coal seam gas ""mystery"""
169,169,169,id:twitter.com:2897999540,2016-10-02,"Did Greg Hunt get a Rolex while in Dubai?
#shenhua #auspol https://t.co/FiD7i3TYJy","Did Greg Hunt get a Rolex while in Dubai?
#shenhua #auspol ",Did Greg Hunt get a Rolex while in Dubai?,Did Greg Hunt get a Rolex while in Dubai?
170,170,170,id:twitter.com:1910701892,2016-10-02,RT @market_forces: Funds have burned billions of dollars of our super on dirty #fossilfuels https://t.co/BteCpSXD3v #investment #coal https?,RT @market_forces: Funds have burned billions of dollars of our super on dirty #fossilfuels  #investment #coal ,: Funds have burned billions of dollars of our super on dirty, Funds have burned billions of dollars of our super on dirty
171,171,171,id:twitter.com:3160381099,2016-10-02,"RT @AustralisTerry: Did Greg Hunt get a Rolex while in Dubai?
#shenhua #auspol https://t.co/FiD7i3TYJy","RT @AustralisTerry: Did Greg Hunt get a Rolex while in Dubai?
#shenhua #auspol ",: Did Greg Hunt get a Rolex while in Dubai?, Did Greg Hunt get a Rolex while in Dubai?
172,172,172,id:twitter.com:2897999540,2016-10-02,"RT @StopShenhua: ""Not that I'm aware of.."" said @mikebairdmp today on #shenhua #liverpoolplains rumours #auspol #nswpol @TonyHWindsor https?","RT @StopShenhua: ""Not that I'm aware of.."" said @mikebairdmp today on #shenhua #liverpoolplains rumours #auspol #nswpol @TonyHWindsor ",": ""Not that I'm aware of.."" said today on rumours"," ""Not that I'm aware of.."" said today on rumours"
173,173,173,id:twitter.com:2897999540,2016-10-02,"RT @StopShenhua: ""No amount of conditions placed on this can disguise what is a disastrous decision"" #shenhua #auspol @greghuntmp https://t?","RT @StopShenhua: ""No amount of conditions placed on this can disguise what is a disastrous decision"" #shenhua #auspol @greghuntmp ",": ""No amount of conditions placed on this can disguise what is a disastrous decision"""," ""No amount of conditions placed on this can disguise what is a disastrous decision"""
174,174,174,id:twitter.com:2611093651,2016-10-02,"RT @StopShenhua: ""Not that I'm aware of.."" said @mikebairdmp today on #shenhua #liverpoolplains rumours #auspol #nswpol @TonyHWindsor https?","RT @StopShenhua: ""Not that I'm aware of.."" said @mikebairdmp today on #shenhua #liverpoolplains rumours #auspol #nswpol @TonyHWindsor ",": ""Not that I'm aware of.."" said today on rumours"," ""Not that I'm aware of.."" said today on rumours"
175,175,175,id:twitter.com:118203242,2016-10-02,"RT @StopShenhua: ""No amount of conditions placed on this can disguise what is a disastrous decision"" #shenhua #auspol @greghuntmp https://t?","RT @StopShenhua: ""No amount of conditions placed on this can disguise what is a disastrous decision"" #shenhua #auspol @greghuntmp ",": ""No amount of conditions placed on this can disguise what is a disastrous decision"""," ""No amount of conditions placed on this can disguise what is a disastrous decision"""
176,176,176,id:twitter.com:2897999540,2016-10-02,"RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant https://?","RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant ",": ?If this mine goes ahead, I think we?ll see a revolution of people here?"," ?If this mine goes ahead, I think we?ll see a revolution of people here?"
177,177,177,id:twitter.com:2897999540,2016-10-02,"RT @StopShenhua: ""We don?t want to piss off the Chinese..."" #shenhua #liverpoolplains #wrongminewrongplace #auspol #nswpol #coal https://t.?","RT @StopShenhua: ""We don?t want to piss off the Chinese..."" #shenhua #liverpoolplains #wrongminewrongplace #auspol #nswpol #coal ",": ""We don?t want to piss off the Chinese..."""," ""We don?t want to piss off the Chinese..."""
178,178,178,id:twitter.com:444283892,2016-10-02,"RT @blinkbill99: This great young man and I are united against #shenhua and #CSG... #pilliga #auspol 
@ThePilligaMouse beat that! https://t?","RT @blinkbill99: This great young man and I are united against #shenhua and #CSG... #pilliga #auspol 
@ThePilligaMouse beat that! ",: This great young man and I are united against and ... beat that!, This great young man and I are united against and ... beat that!
179,179,179,id:twitter.com:2897999540,2016-10-02,The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua https://t.co/kH7l5DyAzU,The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua ,The cockroaches scuttle out from under the and ask for handouts,The cockroaches scuttle out from under the and ask for handouts
180,180,180,id:twitter.com:753034668,2016-10-02,RT @AustralisTerry: The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua https://t.co/kH7l5DyA?,RT @AustralisTerry: The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua ,: The cockroaches scuttle out from under the and ask for handouts, The cockroaches scuttle out from under the and ask for handouts
181,181,181,id:twitter.com:2881330136,2016-10-02,"RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant https://?","RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant ",": ?If this mine goes ahead, I think we?ll see a revolution of people here?"," ?If this mine goes ahead, I think we?ll see a revolution of people here?"
182,182,182,id:twitter.com:258987105,2016-10-02,RT @AustralisTerry: The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua https://t.co/kH7l5DyA?,RT @AustralisTerry: The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua ,: The cockroaches scuttle out from under the and ask for handouts, The cockroaches scuttle out from under the and ask for handouts
183,183,183,id:twitter.com:2897999540,2016-10-02,"Frankly, diddums, now bugger off and pay your taxes and royalties #auspol #shenhua https://t.co/o6usZRutO7","Frankly, diddums, now bugger off and pay your taxes and royalties #auspol #shenhua ","Frankly, diddums, now bugger off and pay your taxes and royalties","Frankly, diddums, now bugger off and pay your taxes and royalties"
184,184,184,id:twitter.com:258987105,2016-10-02,"RT @StopShenhua: ""We don?t want to piss off the Chinese..."" #shenhua #liverpoolplains #wrongminewrongplace #auspol #nswpol #coal https://t.?","RT @StopShenhua: ""We don?t want to piss off the Chinese..."" #shenhua #liverpoolplains #wrongminewrongplace #auspol #nswpol #coal ",": ""We don?t want to piss off the Chinese..."""," ""We don?t want to piss off the Chinese..."""
185,185,185,id:twitter.com:2611093651,2016-10-02,"RT @blinkbill99: This great young man and I are united against #shenhua and #CSG... #pilliga #auspol 
@ThePilligaMouse beat that! https://t?","RT @blinkbill99: This great young man and I are united against #shenhua and #CSG... #pilliga #auspol 
@ThePilligaMouse beat that! ",: This great young man and I are united against and ... beat that!, This great young man and I are united against and ... beat that!
186,186,186,id:twitter.com:2611093651,2016-10-02,"RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant https://?","RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant ",": ?If this mine goes ahead, I think we?ll see a revolution of people here?"," ?If this mine goes ahead, I think we?ll see a revolution of people here?"
187,187,187,id:twitter.com:1224242910,2016-10-02,"RT @blinkbill99: This great young man and I are united against #shenhua and #CSG... #pilliga #auspol 
@ThePilligaMouse beat that! https://t?","RT @blinkbill99: This great young man and I are united against #shenhua and #CSG... #pilliga #auspol 
@ThePilligaMouse beat that! ",: This great young man and I are united against and ... beat that!, This great young man and I are united against and ... beat that!
188,188,188,id:twitter.com:1731244046,2016-10-02,RT @AustralisTerry: The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua https://t.co/kH7l5DyA?,RT @AustralisTerry: The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua ,: The cockroaches scuttle out from under the and ask for handouts, The cockroaches scuttle out from under the and ask for handouts
189,189,189,id:twitter.com:364103846,2016-10-02,RT @AustralisTerry: The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua https://t.co/kH7l5DyA?,RT @AustralisTerry: The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua ,: The cockroaches scuttle out from under the and ask for handouts, The cockroaches scuttle out from under the and ask for handouts
190,190,190,id:twitter.com:2897999540,2016-10-02,"$2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua https://t.co/C0EaZpR22g","$2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua ","$2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink","$2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"
191,191,191,id:twitter.com:2897999540,2016-10-02,"RT @StopShenhua: Voters in Coalition seats back global ban on new coal mines, poll shows #auspol #shenhua #agchatoz @TurnbullMalcolm https:?","RT @StopShenhua: Voters in Coalition seats back global ban on new coal mines, poll shows #auspol #shenhua #agchatoz @TurnbullMalcolm ",": Voters in Coalition seats back global ban on new coal mines, poll shows"," Voters in Coalition seats back global ban on new coal mines, poll shows"
192,192,192,id:twitter.com:394022301,2016-10-02,RT @AustralisTerry: Australia's landholders are up in arms everywhere over inappropriate mining #Auspol #shenhua #Adani #newhope https://t.?,RT @AustralisTerry: Australia's landholders are up in arms everywhere over inappropriate mining #Auspol #shenhua #Adani #newhope ,: Australia's landholders are up in arms everywhere over inappropriate mining, Australia's landholders are up in arms everywhere over inappropriate mining
193,193,193,id:twitter.com:3249542526,2016-10-02,"RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant https://?","RT @StopShenhua: ?If this mine goes ahead, I think we?ll see a revolution of people here? #shenhua #auspol @mikebairdmp @troygrant ",": ?If this mine goes ahead, I think we?ll see a revolution of people here?"," ?If this mine goes ahead, I think we?ll see a revolution of people here?"
194,194,194,id:twitter.com:3229016648,2016-10-02,"RT @AustralisTerry: Frankly, diddums, now bugger off and pay your taxes and royalties #auspol #shenhua https://t.co/o6usZRutO7","RT @AustralisTerry: Frankly, diddums, now bugger off and pay your taxes and royalties #auspol #shenhua ",": Frankly, diddums, now bugger off and pay your taxes and royalties"," Frankly, diddums, now bugger off and pay your taxes and royalties"
195,195,195,id:twitter.com:3229016648,2016-10-02,"RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua https://t.co/?","RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua ",": $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"," $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"
196,196,196,id:twitter.com:2897999540,2016-10-02,"RT @BeachMilk: @VicFarmers implicated in coal seam gas ""mystery"" 

#fracking #csg #springst #auspol @LakesOil @theage #agchatoz  https://t.?","RT @BeachMilk: @VicFarmers implicated in coal seam gas ""mystery"" 

#fracking #csg #springst #auspol @LakesOil @theage #agchatoz  ",": implicated in coal seam gas ""mystery"""," implicated in coal seam gas ""mystery"""
197,197,197,id:twitter.com:118203242,2016-10-02,"RT @StopShenhua: Voters in Coalition seats back global ban on new coal mines, poll shows #auspol #shenhua #agchatoz @TurnbullMalcolm https:?","RT @StopShenhua: Voters in Coalition seats back global ban on new coal mines, poll shows #auspol #shenhua #agchatoz @TurnbullMalcolm ",": Voters in Coalition seats back global ban on new coal mines, poll shows"," Voters in Coalition seats back global ban on new coal mines, poll shows"
198,198,198,id:twitter.com:118203242,2016-10-02,"RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua https://t.co/?","RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua ",": $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"," $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"
199,199,199,id:twitter.com:53751609,2016-10-02,RT @AustralisTerry: The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua https://t.co/kH7l5DyA?,RT @AustralisTerry: The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua ,: The cockroaches scuttle out from under the and ask for handouts, The cockroaches scuttle out from under the and ask for handouts
200,200,200,id:twitter.com:2881330136,2016-10-02,"RT @StopShenhua: Voters in Coalition seats back global ban on new coal mines, poll shows #auspol #shenhua #agchatoz @TurnbullMalcolm https:?","RT @StopShenhua: Voters in Coalition seats back global ban on new coal mines, poll shows #auspol #shenhua #agchatoz @TurnbullMalcolm ",": Voters in Coalition seats back global ban on new coal mines, poll shows"," Voters in Coalition seats back global ban on new coal mines, poll shows"
201,201,201,id:twitter.com:2681948222,2016-10-02,"RT @BeachMilk: @VicFarmers implicated in coal seam gas ""mystery"" 

#fracking #csg #springst #auspol @LakesOil @theage #agchatoz  https://t.?","RT @BeachMilk: @VicFarmers implicated in coal seam gas ""mystery"" 

#fracking #csg #springst #auspol @LakesOil @theage #agchatoz  ",": implicated in coal seam gas ""mystery"""," implicated in coal seam gas ""mystery"""
202,202,202,id:twitter.com:2251942261,2016-10-02,I understand #coal is more easily controlled but don't stop on a future of this ???,I understand #coal is more easily controlled but don't stop on a future of this ???,I understand is more easily controlled but don't stop on a future of this ???,I understand is more easily controlled but don't stop on a future of this ???
203,203,203,id:twitter.com:1925103463,2016-10-02,"RT @BeachMilk: @VicFarmers implicated in coal seam gas ""mystery"" 

#fracking #csg #springst #auspol @LakesOil @theage #agchatoz  https://t.?","RT @BeachMilk: @VicFarmers implicated in coal seam gas ""mystery"" 

#fracking #csg #springst #auspol @LakesOil @theage #agchatoz  ",": implicated in coal seam gas ""mystery"""," implicated in coal seam gas ""mystery"""
204,204,204,id:twitter.com:7708032,2016-10-02,"RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua https://t.co/?","RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua ",": $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"," $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"
205,205,205,id:twitter.com:2479226604,2016-10-02,RT @LockTheGate: Ex #ICAC commish lays it on the line: need overhaul of #coal laws across Oz to stop corruption http://t.co/SqNo9xMW7v http?,RT @LockTheGate: Ex #ICAC commish lays it on the line: need overhaul of #coal laws across Oz to stop corruption  ,: Ex commish lays it on the line: need overhaul of laws across Oz to stop corruption, Ex commish lays it on the line: need overhaul of laws across Oz to stop corruption
206,206,206,id:twitter.com:3011775631,2016-10-02,RT @Phil_Laird1: When PM &amp; incoming Deputy oppose #Shenhua #coal mine on #LPP:What chance has it got? #auspol https://t.co/yUg70OAc2W https?,RT @Phil_Laird1: When PM &amp; incoming Deputy oppose #Shenhua #coal mine on #LPP:What chance has it got? #auspol  ,: When PM &amp; incoming Deputy oppose mine on :What chance has it got?, When PM  incoming Deputy oppose mine on :What chance has it got?
207,207,207,id:twitter.com:396339545,2016-10-02,RT @AustralisTerry: The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua https://t.co/kH7l5DyA?,RT @AustralisTerry: The cockroaches scuttle out from under the #littleblackrock and ask for handouts #auspol #shenhua ,: The cockroaches scuttle out from under the and ask for handouts, The cockroaches scuttle out from under the and ask for handouts
208,208,208,id:twitter.com:25795982,2016-10-02,"RT @StopShenhua: Voters in Coalition seats back global ban on new coal mines, poll shows #auspol #shenhua #agchatoz @TurnbullMalcolm https:?","RT @StopShenhua: Voters in Coalition seats back global ban on new coal mines, poll shows #auspol #shenhua #agchatoz @TurnbullMalcolm ",": Voters in Coalition seats back global ban on new coal mines, poll shows"," Voters in Coalition seats back global ban on new coal mines, poll shows"
209,209,209,id:twitter.com:608074792,2016-10-02,RT @LockTheGate: Ex #ICAC commish lays it on the line: need overhaul of #coal laws across Oz to stop corruption http://t.co/SqNo9xMW7v http?,RT @LockTheGate: Ex #ICAC commish lays it on the line: need overhaul of #coal laws across Oz to stop corruption  ,: Ex commish lays it on the line: need overhaul of laws across Oz to stop corruption, Ex commish lays it on the line: need overhaul of laws across Oz to stop corruption
210,210,210,id:twitter.com:448692159,2016-10-02,"RT @StopShenhua: Voters in Coalition seats back global ban on new coal mines, poll shows #auspol #shenhua #agchatoz @TurnbullMalcolm https:?","RT @StopShenhua: Voters in Coalition seats back global ban on new coal mines, poll shows #auspol #shenhua #agchatoz @TurnbullMalcolm ",": Voters in Coalition seats back global ban on new coal mines, poll shows"," Voters in Coalition seats back global ban on new coal mines, poll shows"
211,211,211,id:twitter.com:397811354,2016-10-02,"RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua https://t.co/?","RT @AustralisTerry: $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink #auspol @StopShenhua #shenhua ",": $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"," $2.6 billion for Aus economy per annum while oil, coal &amp;LNG teeter on brink"
212,212,212,id:twitter.com:2733971311,2016-10-02,"RT @StopShenhua: ""Not that I'm aware of.."" said @mikebairdmp today on #shenhua #liverpoolplains rumours #auspol #nswpol @TonyHWindsor https?","RT @StopShenhua: ""Not that I'm aware of.."" said @mikebairdmp today on #shenhua #liverpoolplains rumours #auspol #nswpol @TonyHWindsor ",": ""Not that I'm aware of.."" said today on rumours"," ""Not that I'm aware of.."" said today on rumours"
213,213,213,id:twitter.com:2897999540,2016-10-02,The court of public opinion has turned against #coal and coal seam gas in #NSWPOL #auspol #Shenhua #CSG https://t.co/Nm16jJeuuy,The court of public opinion has turned against #coal and coal seam gas in #NSWPOL #auspol #Shenhua #CSG ,The court of public opinion has turned against and coal seam gas in,The court of public opinion has turned against and coal seam gas in
