"Cust_ID","Target","Age","Gender","Balance","Occupation","No_OF_CR_TXNS","AGE_BKT","SCR","Holding_Period"
"C2931",0,32,"M",44711.79,"SENP",18,"31-35",479,14
"C2932",0,41,"M",194587.12,"SENP",20,"41-45",572,18
"C2933",0,34,"M",28763.66,"SENP",4,"31-35",853,20
"C2934",0,34,"M",7684.67,"SENP",15,"31-35",895,10
"C2935",0,26,"M",67291.63,"",6,"26-30",700,1
"C2936",0,32,"M",1700.31,"PROF",17,"31-35",833,16
"C2937",0,55,"M",125896.65,"PROF",1,">50",439,6
"C2938",0,50,"M",69076.18,"PROF",5,"46-50",920,2
"C2939",0,31,"M",22013.52,"",6,"31-35",826,25
"C294",0,31,"M",245500,"PROF",32,"31-35",208,10
"C2940",0,36,"M",13969.04,"PROF",15,"36-40",440,7
"C2941",0,42,"M",25318.19,"",14,"41-45",304,11
"C2942",0,47,"M",13057.13,"",11,"46-50",721,17
"C2943",0,54,"M",20181.96,"",1,">50",483,17
"C2944",0,26,"M",33707.24,"PROF",14,"26-30",323,3
"C2945",0,41,"M",78989.77,"PROF",9,"41-45",483,0
"C2946",0,47,"M",82928.74,"PROF",2,"46-50",541,21
"C2947",0,55,"M",189294.93,"SENP",19,">50",888,16
"C2948",0,53,"M",382663.69,"PROF",13,">50",165,20
"C2949",0,51,"M",2931.48,"",13,">50",987,13
"C295",0,31,"M",245500,"PROF",49,"31-35",647,14
"C2950",0,25,"M",86636.55,"SENP",5,"<25",146,2
"C2951",0,41,"M",46558.4,"",2,"41-45",948,7
"C2952",0,38,"M",200580.6,"",7,"36-40",205,27
"C2953",0,37,"M",178143.85,"",4,"36-40",339,26
"C2954",0,39,"M",108036.23,"SAL",10,"36-40",941,21
"C2955",0,27,"M",48753.79,"PROF",19,"26-30",719,14
"C2956",0,35,"M",107796.4,"PROF",20,"31-35",572,13
"C2957",0,29,"M",6647.47,"SAL",3,"26-30",289,17
"C2958",0,28,"M",33233.72,"",3,"26-30",835,31
"C2959",0,21,"M",247009.44,"PROF",3,"<25",186,10
"C296",0,46,"M",147057.66,"PROF",17,"46-50",958,14
"C2960",0,45,"M",403324.49,"",11,"41-45",607,4
"C2961",0,26,"M",143842.98,"",14,"26-30",466,8
"C2962",0,49,"M",156406.03,"",6,"46-50",503,13
"C2963",0,42,"M",390221.38,"",6,"41-45",874,10
"C2964",0,40,"M",13667.32,"SAL",4,"36-40",186,26
"C2965",0,40,"M",53446.01,"",13,"36-40",579,19
"C2966",0,30,"M",31131.81,"",18,"26-30",875,20
"C2967",0,30,"M",58985.51,"SAL",4,"26-30",338,24
"C2968",0,34,"M",125774.28,"PROF",19,"31-35",523,2
"C2969",0,27,"M",304845.03,"",9,"26-30",554,31
"C297",0,30,"M",832435.72,"PROF",49,"26-30",309,7
"C2970",0,53,"M",80468.52,"",4,">50",503,3
"C2971",0,31,"M",43063.62,"PROF",17,"31-35",190,15
"C2972",0,35,"M",90583.22,"PROF",0,"31-35",380,9
"C2973",0,53,"M",20296.34,"PROF",19,">50",716,3
"C2974",0,28,"M",308558.83,"PROF",2,"26-30",979,12
"C2975",0,37,"M",19120.15,"PROF",16,"36-40",775,9
"C2976",0,27,"M",164986.84,"",14,"26-30",306,4
"C2977",0,32,"M",5190.67,"",9,"31-35",395,2
"C2978",0,32,"M",894784.26,"PROF",11,"31-35",147,12
"C2979",0,27,"M",197487.36,"PROF",14,"26-30",963,0
"C298",0,26,"M",552629.98,"SAL",23,"26-30",176,16
"C2980",0,27,"M",177519.81,"PROF",6,"26-30",166,23
"C2981",0,48,"M",353149.12,"SAL",13,"46-50",359,23
"C2982",0,43,"M",591.02,"PROF",10,"41-45",718,8
"C2983",0,37,"M",24999.32,"PROF",14,"36-40",609,0
"C2984",0,51,"M",105217.46,"",14,">50",613,27
"C2985",0,26,"M",137518.55,"",14,"26-30",488,29
"C2986",0,25,"M",17603.88,"",7,"<25",933,10
"C2987",0,40,"M",537317.11,"PROF",18,"36-40",104,12
"C2988",0,27,"M",197227.69,"",18,"26-30",557,14
"C2989",0,51,"M",92853.45,"",10,">50",396,26
"C299",0,40,"M",734084.94,"SAL",9,"36-40",265,25
"C2990",0,36,"M",67424.85,"",4,"36-40",925,25
"C2991",0,34,"M",13317.84,"PROF",2,"31-35",475,27
"C2992",0,36,"M",541767.19,"SAL",2,"36-40",432,17
"C2993",0,45,"M",79218.36,"PROF",14,"41-45",674,7
"C2994",0,51,"M",300249.22,"SAL",13,">50",622,1
"C2995",0,29,"M",42423.86,"PROF",5,"26-30",948,14
"C2996",0,35,"M",2290.77,"PROF",3,"31-35",135,27
"C2997",0,53,"M",60176.7,"",15,">50",476,7
"C2998",0,46,"M",232561.44,"PROF",2,"46-50",679,24
"C2999",0,50,"M",66561.47,"PROF",2,"46-50",564,14
"C3",0,53,"M",33616.47,"SAL",45,">50",341,6
"C30",0,45,"O",96998.38,"PROF",11,"41-45",815,21
"C300",0,25,"M",245500,"PROF",7,"<25",899,26
"C3000",0,32,"M",36522.28,"PROF",15,"31-35",597,16
"C3001",0,28,"M",137092.47,"PROF",12,"26-30",568,18
"C3002",0,21,"M",410694.9,"PROF",7,"<25",493,7
"C3003",0,37,"M",265704.64,"PROF",19,"36-40",233,2
"C3004",0,45,"M",403584.07,"PROF",14,"41-45",237,10
"C3005",0,45,"M",19302.77,"",1,"41-45",997,27
"C3006",0,50,"M",289664.74,"",8,"46-50",766,14
"C3007",0,55,"M",406060.96,"",4,">50",473,30
"C3008",0,37,"M",62868.52,"PROF",14,"36-40",996,21
"C3009",0,31,"M",60016.85,"PROF",6,"31-35",491,30
"C301",0,28,"M",593437.2,"PROF",23,"26-30",940,11
"C3010",0,26,"M",30552.76,"",18,"26-30",532,24
"C3011",0,30,"M",56264.18,"",3,"26-30",265,29
"C3012",0,43,"M",674957.65,"PROF",2,"41-45",596,5
"C3013",0,33,"M",315829.27,"PROF",3,"31-35",690,24
"C3014",0,33,"M",49077.98,"PROF",10,"31-35",894,0
"C3015",0,30,"M",188939.81,"",15,"26-30",128,8
"C3016",0,50,"M",34564.29,"SELF-EMP",17,"46-50",818,13
"C3017",0,28,"M",60041.74,"SELF-EMP",12,"26-30",998,28
"C3018",0,44,"M",109623.56,"PROF",19,"41-45",291,25
"C3019",0,53,"M",400379.9,"PROF",11,">50",706,14
"C302",0,32,"M",716273.61,"PROF",7,"31-35",317,16
"C3020",0,29,"M",75650.97,"",9,"26-30",977,13
"C3021",0,34,"M",222588.32,"PROF",14,"31-35",416,8
"C3022",0,31,"M",16576.61,"SELF-EMP",18,"31-35",127,7
"C3023",0,51,"M",383474.22,"PROF",9,">50",254,3
"C3024",0,33,"M",43750.27,"SELF-EMP",18,"31-35",541,3
"C3025",0,28,"M",49031.82,"",3,"26-30",644,8
"C3026",0,24,"M",29914.51,"",15,"<25",744,22
"C3027",0,49,"M",240155.22,"PROF",0,"46-50",391,19
"C3028",0,41,"M",37853.92,"SAL",16,"41-45",564,21
"C3029",0,28,"M",21791.97,"SAL",1,"26-30",472,14
"C303",0,31,"M",33938.64,"PROF",47,"31-35",765,1
"C3030",0,43,"M",19809.94,"SELF-EMP",15,"41-45",991,8
"C3031",0,32,"M",272908.08,"",18,"31-35",856,9
"C3032",0,30,"M",4659.71,"",8,"26-30",324,0
"C3033",0,25,"M",295815.51,"PROF",16,"<25",782,9
"C3034",0,54,"M",393827.61,"PROF",0,">50",392,28
"C3035",0,47,"M",148790.35,"PROF",1,"46-50",634,13
"C3036",0,29,"M",228613.8,"",14,"26-30",643,19
"C3037",0,25,"M",47569.82,"SAL",4,"<25",827,24
"C3038",0,30,"M",231125.25,"PROF",11,"26-30",907,29
"C3039",0,42,"M",94103.15,"PROF",15,"41-45",460,9
"C304",0,22,"M",176952.45,"SAL",27,"<25",538,10
"C3040",0,44,"M",188988.56,"SELF-EMP",9,"41-45",205,2
"C3041",0,29,"M",27602.33,"PROF",6,"26-30",770,5
"C3042",0,34,"M",400060.85,"SAL",12,"31-35",324,10
"C3043",0,37,"M",107787.16,"PROF",17,"36-40",966,30
"C3044",0,43,"M",401731.9,"",9,"41-45",816,11
"C3045",0,35,"M",173620.3,"",20,"31-35",421,18
"C3046",0,48,"M",122517.47,"SELF-EMP",19,"46-50",187,29
"C3047",0,37,"M",80335.4,"PROF",3,"36-40",373,28
"C3048",0,39,"M",54422.16,"PROF",17,"36-40",403,22
"C3049",0,55,"M",15005.65,"PROF",19,">50",112,3
"C305",0,23,"M",201244.06,"PROF",9,"<25",312,19
"C3050",0,50,"M",15022.6,"PROF",12,"46-50",225,31
"C3051",0,49,"M",15011.3,"PROF",15,"46-50",120,7
"C3052",0,41,"M",27595.98,"",12,"41-45",772,17
"C3053",0,49,"M",15016.95,"SAL",19,"46-50",249,4
"C3054",0,54,"M",13794.33,"SAL",9,">50",106,29
"C3055",0,38,"M",15022.6,"PROF",5,"36-40",437,20
"C3056",0,54,"M",15022.6,"PROF",8,">50",977,12
"C3057",0,54,"M",15022.6,"PROF",2,">50",281,8
"C3058",0,42,"M",11269.72,"PROF",11,"41-45",359,1
"C3059",0,53,"M",385215.07,"PROF",6,">50",192,23
"C306",0,43,"M",32126.06,"PROF",23,"41-45",313,2
"C3060",0,48,"M",56028.72,"",14,"46-50",395,12
"C3061",0,33,"M",55551.29,"PROF",8,"31-35",933,30
"C3062",0,30,"M",96180.53,"",3,"26-30",926,29
"C3063",0,34,"M",222283.55,"",17,"31-35",879,18
"C3064",0,30,"M",40639.47,"",18,"26-30",831,22
"C3065",0,52,"M",336863.01,"PROF",9,">50",583,2
"C3066",0,44,"M",26915.33,"SAL",1,"41-45",906,4
"C3067",0,27,"M",31175.2,"PROF",14,"26-30",371,27
"C3068",0,33,"M",188941.21,"PROF",9,"31-35",267,5
"C3069",0,27,"M",283394.58,"SELF-EMP",18,"26-30",333,4
"C307",0,43,"M",245500,"PROF",15,"41-45",170,14
"C3070",0,25,"M",177150.65,"",8,"<25",549,28
"C3071",0,25,"M",59944.07,"SELF-EMP",13,"<25",705,17
"C3072",0,33,"M",247867.71,"PROF",8,"31-35",773,19
"C3073",0,40,"M",335926.19,"SAL",9,"36-40",951,19
"C3074",0,25,"M",42262.89,"",3,"<25",579,18
"C3075",0,54,"M",206865.54,"PROF",5,">50",946,6
"C3076",0,35,"M",3337.35,"",10,"31-35",384,12
"C3077",0,35,"M",7411.57,"",9,"31-35",740,12
"C3078",0,41,"M",17781.01,"PROF",19,"41-45",746,4
"C3079",0,46,"M",23262.23,"PROF",11,"46-50",776,25
"C308",0,43,"M",63458.36,"SAL",21,"41-45",909,29
"C3080",0,46,"M",379090.25,"",5,"46-50",321,4
"C3081",0,44,"M",6524.28,"",3,"41-45",280,22
"C3082",0,36,"M",1335.15,"",11,"36-40",960,31
"C3083",0,41,"M",54653.31,"",20,"41-45",344,19
"C3084",0,29,"M",24352.1,"",8,"26-30",415,5
"C3085",0,24,"M",184153.87,"SELF-EMP",0,"<25",253,12
"C3086",0,30,"M",419869.75,"SELF-EMP",20,"26-30",410,31
"C3087",0,30,"M",49112.73,"",8,"26-30",332,26
"C3088",0,47,"M",32018.17,"",6,"46-50",318,21
"C3089",0,27,"M",97568.11,"",4,"26-30",617,14
"C309",0,39,"M",245500,"SAL",14,"36-40",377,17
"C3090",0,27,"M",90403.96,"SAL",9,"26-30",180,24
"C3091",0,33,"M",96898.46,"PROF",6,"31-35",149,2
"C3092",0,53,"M",164857.28,"SAL",16,">50",238,23
"C3093",0,31,"M",13943.19,"PROF",10,"31-35",504,24
"C3094",0,46,"M",285413.33,"PROF",2,"46-50",889,1
"C3095",0,47,"M",137127.41,"PROF",8,"46-50",537,23
"C3096",0,25,"M",20598.15,"PROF",9,"<25",908,30
"C3097",0,30,"M",22706.34,"PROF",8,"26-30",621,23
"C3098",0,41,"M",365297.48,"PROF",8,"41-45",142,14
"C3099",0,34,"M",64273.3,"PROF",19,"31-35",407,29
"C31",0,35,"O",6068.68,"SELF-EMP",36,"31-35",463,14
"C310",0,26,"M",245500,"SAL",5,"26-30",129,13
"C3100",0,37,"M",190924.14,"PROF",2,"36-40",832,20
"C3101",0,36,"M",163304.4,"SAL",17,"36-40",994,22
"C3102",0,31,"M",91495.23,"PROF",7,"31-35",507,19
"C3103",0,25,"M",147725.39,"SELF-EMP",8,"<25",711,31
"C3104",0,27,"M",241637.32,"",14,"26-30",470,9
"C3105",0,50,"M",90780.2,"PROF",9,"46-50",606,7
"C3106",0,29,"M",21806.46,"PROF",18,"26-30",529,14
"C3107",0,34,"M",27860.09,"PROF",14,"31-35",535,6
"C3108",0,42,"M",6655.99,"",3,"41-45",519,12
"C3109",0,36,"M",136960.16,"PROF",12,"36-40",367,19
"C311",0,25,"M",188735.25,"PROF",36,"<25",497,26
"C3110",0,25,"M",72916.96,"SAL",10,"<25",594,30
"C3111",0,23,"M",249552.8,"SELF-EMP",5,"<25",368,14
"C3112",0,40,"M",866862.83,"SAL",16,"36-40",769,10
"C3113",0,40,"M",229525.82,"SAL",12,"36-40",533,16
"C3114",0,42,"M",200530.1,"PROF",5,"41-45",349,25
"C3115",0,42,"M",406453.3,"SAL",20,"41-45",449,19
"C3116",0,52,"M",5949.12,"PROF",17,">50",321,24
"C3117",0,55,"M",26831.73,"",6,">50",130,29
"C3118",0,55,"M",243075.36,"PROF",6,">50",296,30
"C3119",0,52,"M",379447.88,"PROF",1,">50",973,19
"C312",0,26,"M",7333.42,"SAL",4,"26-30",341,30
"C3120",0,28,"M",5889.18,"PROF",3,"26-30",940,11
"C3121",0,27,"M",688977.57,"",5,"26-30",786,0
"C3122",0,27,"M",100430.12,"",6,"26-30",432,2
"C3123",0,27,"M",355423.53,"PROF",18,"26-30",171,7
"C3124",0,51,"M",315241.81,"SAL",9,">50",916,19
"C3125",0,39,"M",0,"PROF",17,"36-40",280,12
"C3126",0,46,"M",122312.89,"",20,"46-50",720,14
"C3127",0,35,"M",46872.78,"PROF",8,"31-35",489,17
"C3128",0,52,"M",418891.46,"PROF",14,">50",186,21
"C3129",0,24,"M",713774.76,"PROF",5,"<25",768,27
"C313",0,40,"M",753377.9,"PROF",12,"36-40",449,25
"C3130",0,26,"M",492692.33,"",4,"26-30",365,30
"C3131",0,36,"M",120890.91,"",2,"36-40",620,3
"C3132",0,31,"M",74588.14,"",12,"31-35",647,20
"C3133",0,32,"M",39463.31,"",19,"31-35",966,23
"C3134",0,47,"M",15441.09,"SAL",6,"46-50",505,23
"C3135",0,22,"M",50949.7,"",11,"<25",693,28
"C3136",0,31,"M",219065.93,"",8,"31-35",330,16
"C3137",0,34,"M",396095.78,"",15,"31-35",621,15
"C3138",0,30,"M",10997.04,"PROF",9,"26-30",361,13
"C3139",0,32,"M",181313.1,"PROF",10,"31-35",706,21
"C314",0,25,"M",245500,"PROF",1,"<25",817,16
"C3140",0,52,"M",390255.81,"SAL",10,">50",503,2
"C3141",0,40,"M",147634.73,"",16,"36-40",404,28
"C3142",0,51,"M",803234.92,"PROF",6,">50",818,22
"C3143",0,27,"M",78259.85,"",7,"26-30",723,6
"C3144",0,54,"M",298909.08,"PROF",19,">50",282,26
"C3145",0,42,"M",360306.78,"",3,"41-45",800,7
"C3146",0,38,"M",14112.26,"PROF",8,"36-40",763,26
"C3147",0,42,"M",50017.47,"PROF",7,"41-45",800,23
"C3148",0,36,"M",140068.95,"SAL",5,"36-40",277,11
"C3149",0,35,"M",0,"SAL",7,"31-35",313,1
"C315",0,31,"M",631754.93,"PROF",5,"31-35",698,0
"C3150",0,34,"M",351412.49,"",20,"31-35",422,14
"C3151",0,32,"M",33048.04,"PROF",10,"31-35",857,4
"C3152",0,32,"M",111439.41,"PROF",13,"31-35",792,28
"C3153",0,32,"M",297660.14,"PROF",17,"31-35",337,26
"C3154",0,31,"M",257933.66,"",20,"31-35",939,15
"C3155",0,43,"M",354231.72,"PROF",12,"41-45",405,24
"C3156",0,24,"M",380634.72,"PROF",18,"<25",620,28
"C3157",0,25,"M",241926.29,"PROF",2,"<25",518,26
"C3158",0,26,"M",100988.92,"PROF",14,"26-30",719,27
"C3159",0,33,"M",50425.22,"",0,"31-35",992,1
"C316",0,26,"M",170278.69,"PROF",6,"26-30",626,2
"C3160",0,48,"M",117088.17,"PROF",3,"46-50",531,15
"C3161",0,33,"M",195101.67,"PROF",17,"31-35",873,0
"C3162",0,54,"M",163694.56,"PROF",9,">50",100,22
"C3163",0,50,"M",49678.27,"SAL",14,"46-50",481,19
"C3164",0,36,"M",1386.58,"PROF",4,"36-40",266,1
"C3165",0,39,"M",122776.74,"",6,"36-40",976,11
"C3166",0,47,"M",322206.03,"",12,"46-50",978,31
"C3167",0,44,"M",124640.98,"",17,"41-45",565,2
"C3168",0,44,"M",75023.4,"SAL",11,"41-45",410,21
"C3169",0,46,"M",31199.27,"PROF",14,"46-50",113,20
"C317",0,31,"M",136514.05,"PROF",1,"31-35",926,19
"C3170",0,50,"M",327068.4,"",15,"46-50",822,3
"C3171",0,50,"M",84306.82,"SAL",3,"46-50",252,22
"C3172",0,29,"M",39453.54,"",14,"26-30",466,10
"C3173",0,29,"M",201869.05,"",10,"26-30",446,3
"C3174",0,48,"M",193549.61,"",0,"46-50",947,17
"C3175",0,48,"M",5480.14,"",18,"46-50",124,17
"C3176",0,55,"M",367993.66,"",2,">50",431,13
"C3177",0,32,"M",297496.9,"",8,"31-35",234,17
"C3178",0,30,"M",70552.34,"",15,"26-30",877,7
"C3179",0,28,"M",371091.15,"",7,"26-30",371,26
"C318",1,32,"M",237422.86,"PROF",19,"31-35",885,3
"C3180",0,28,"M",24250.56,"",20,"26-30",237,0
"C3181",0,53,"M",39645.96,"",8,">50",816,17
"C3182",0,53,"M",401732.4,"SAL",19,">50",479,15
"C3183",0,48,"M",364779.38,"",18,"46-50",769,15
"C3184",0,32,"M",228943.26,"",7,"31-35",354,16
"C3185",0,29,"M",364820.81,"",8,"26-30",850,5
"C3186",0,26,"M",10433.14,"",4,"26-30",938,2
"C3187",0,33,"M",57192.66,"",18,"31-35",602,26
"C3188",0,39,"M",18218.73,"",9,"36-40",807,14
"C3189",0,30,"M",18397.92,"",6,"26-30",839,16
"C319",0,55,"M",42014.27,"PROF",19,">50",919,31
"C3190",0,30,"M",74801.13,"",14,"26-30",579,20
"C3191",0,36,"M",164374.51,"SELF-EMP",14,"36-40",798,2
"C3192",0,25,"M",20395.98,"",9,"<25",421,0
"C3193",0,43,"M",89892.16,"",5,"41-45",955,5
"C3194",0,50,"M",28068.48,"",14,"46-50",725,4
"C3195",0,49,"M",12816.33,"SELF-EMP",5,"46-50",708,5
"C3196",0,29,"M",97832.74,"",18,"26-30",652,20
"C3197",0,26,"M",80231.75,"",20,"26-30",374,12
"C3198",0,38,"M",9317.72,"",12,"36-40",302,13
"C3199",0,54,"M",283605.06,"",17,">50",269,28
"C32",0,43,"O",17797.41,"PROF",7,"41-45",866,7
"C320",0,30,"M",540571.25,"PROF",14,"26-30",219,18
"C3200",0,46,"M",291130.73,"SELF-EMP",14,"46-50",938,26
"C3201",0,51,"M",385473.4,"SAL",12,">50",735,13
"C3202",0,26,"M",229234.95,"",8,"26-30",645,15
"C3203",0,40,"M",236122.71,"",18,"36-40",451,15
"C3204",0,36,"M",194268.1,"SELF-EMP",4,"36-40",313,15
"C3205",0,21,"M",250368.15,"",15,"<25",223,20
"C3206",0,37,"M",434060.43,"PROF",11,"36-40",411,29
"C3207",0,48,"M",417118.09,"",17,"46-50",564,1
"C3208",0,47,"M",134243.93,"PROF",19,"46-50",596,0
"C3209",0,35,"M",301274.14,"",2,"31-35",473,8
"C321",0,27,"M",226789,"SAL",8,"26-30",387,15
"C3210",0,32,"M",14908.71,"SELF-EMP",20,"31-35",244,16
"C3211",0,47,"M",119470.79,"SELF-EMP",0,"46-50",292,30
"C3212",0,30,"M",169870.46,"",0,"26-30",999,0
"C3213",0,28,"M",104464.6,"",7,"26-30",139,31
"C3214",0,27,"M",364643.14,"",9,"26-30",883,17
"C3215",0,27,"M",58558.35,"",12,"26-30",612,26
"C3216",0,27,"M",232729.5,"SELF-EMP",11,"26-30",890,1
"C3217",0,28,"M",410797.88,"SELF-EMP",16,"26-30",459,21
"C3218",0,22,"M",82133.52,"",15,"<25",148,15
"C3219",0,31,"M",292812.08,"",19,"31-35",762,20
"C322",0,52,"M",226789,"SAL",49,">50",710,24
"C3220",0,34,"M",27319.14,"SELF-EMP",13,"31-35",100,29
"C3221",0,48,"M",88129.73,"SELF-EMP",13,"46-50",145,8
"C3222",0,33,"M",386834.35,"SELF-EMP",5,"31-35",772,24
"C3223",0,31,"M",398219.05,"SELF-EMP",12,"31-35",746,16
"C3224",0,46,"M",309541.05,"SAL",10,"46-50",307,1
"C3225",0,41,"M",234174.82,"",0,"41-45",973,15
"C3226",0,29,"M",176284.07,"SAL",9,"26-30",470,16
"C3227",0,31,"M",143078.92,"SAL",10,"31-35",193,10
"C3228",0,24,"M",138796.6,"",19,"<25",313,10
"C3229",0,32,"M",52446.88,"SELF-EMP",11,"31-35",853,28
"C323",0,55,"M",248072.05,"SAL",28,">50",939,20
"C3230",0,38,"M",127105.36,"",16,"36-40",132,4
"C3231",0,39,"M",136876.76,"PROF",11,"36-40",443,23
"C3232",0,53,"M",15482.41,"SAL",2,">50",810,9
"C3233",0,41,"M",7557.08,"",6,"41-45",559,6
"C3234",0,41,"M",299601.59,"",18,"41-45",420,14
"C3235",0,34,"M",250371.93,"",8,"31-35",147,25
"C3236",0,30,"M",118141.17,"",14,"26-30",714,14
"C3237",0,44,"M",78213.14,"SELF-EMP",7,"41-45",576,16
"C3238",0,54,"M",359974.57,"",10,">50",956,27
"C3239",0,49,"M",200321.9,"",15,"46-50",940,29
"C324",1,28,"M",107493.86,"SAL",17,"26-30",596,2
"C3240",0,54,"M",85906.01,"SELF-EMP",7,">50",349,8
"C3241",0,32,"M",27842.25,"SAL",8,"31-35",578,0
"C3242",0,55,"M",373642.52,"SELF-EMP",12,">50",956,24
"C3243",0,55,"M",21660.02,"PROF",13,">50",817,30
"C3244",0,40,"M",239872.34,"SELF-EMP",19,"36-40",591,6
"C3245",0,34,"M",25527.67,"",20,"31-35",564,15
"C3246",0,44,"M",396562.27,"PROF",11,"41-45",563,12
"C3247",0,32,"M",311552.1,"",20,"31-35",324,28
"C3248",0,49,"M",63020.28,"",10,"46-50",359,9
"C3249",0,44,"M",59038.93,"",5,"41-45",802,25
"C325",1,42,"M",62248.68,"PROF",37,"41-45",550,3
"C3250",0,22,"M",108280.17,"SELF-EMP",1,"<25",319,27
"C3251",0,29,"M",330992.63,"",17,"26-30",945,22
"C3252",0,37,"M",520617.92,"PROF",14,"36-40",398,20
"C3253",0,31,"M",1351.23,"",6,"31-35",685,2
"C3254",0,31,"M",247772.84,"",14,"31-35",282,4
"C3255",0,47,"M",275644.36,"SELF-EMP",8,"46-50",774,19
"C3256",0,33,"M",242384.76,"",12,"31-35",339,28
"C3257",0,23,"M",201597.2,"",19,"<25",670,21
"C3258",0,32,"M",4401.42,"SAL",15,"31-35",982,27
"C3259",0,40,"M",13173.67,"PROF",14,"36-40",610,17
"C326",1,26,"M",230058.29,"PROF",18,"26-30",722,1
"C3260",0,38,"M",143114.47,"SELF-EMP",5,"36-40",158,25
"C3261",0,52,"M",85544.54,"SAL",12,">50",333,21
"C3262",0,37,"M",414014.84,"SAL",12,"36-40",118,10
"C3263",0,37,"M",416420,"SAL",20,"36-40",891,15
"C3264",0,51,"M",406517.78,"SAL",14,">50",858,22
"C3265",0,44,"M",94598.88,"SELF-EMP",5,"41-45",876,24
"C3266",0,24,"M",3975.53,"SAL",7,"<25",964,5
"C3267",0,45,"M",3703.15,"SELF-EMP",12,"41-45",801,11
"C3268",0,38,"M",53382.31,"SAL",4,"36-40",769,23
"C3269",0,32,"M",82477.55,"SAL",9,"31-35",756,16
"C327",1,46,"M",220934.09,"PROF",23,"46-50",767,1
"C3270",0,30,"M",82035.04,"SAL",12,"26-30",427,17
"C3271",0,28,"M",9015.24,"SELF-EMP",2,"26-30",645,10
"C3272",0,36,"M",69336.58,"SELF-EMP",13,"36-40",718,24
"C3273",0,36,"M",336386.22,"SAL",8,"36-40",875,31
"C3274",0,40,"M",103013.24,"SAL",12,"36-40",789,15
"C3275",0,28,"M",34621.49,"SAL",11,"26-30",517,10
"C3276",0,28,"M",172548.19,"SELF-EMP",10,"26-30",565,23
"C3277",0,55,"M",46302.41,"SELF-EMP",3,">50",393,2
"C3278",0,36,"M",4671.82,"SELF-EMP",3,"36-40",442,19
"C3279",0,55,"M",387247.33,"",17,">50",511,4
"C328",0,25,"M",207973.87,"SAL",1,"<25",400,12
"C3280",0,44,"M",25959,"",19,"41-45",392,21
"C3281",0,54,"M",46056.33,"SAL",12,">50",237,29
"C3282",0,32,"M",52241.2,"PROF",11,"31-35",199,9
"C3283",0,36,"M",65731.14,"PROF",6,"36-40",814,11
"C3284",0,51,"M",114865.58,"PROF",15,">50",781,6
"C3285",0,36,"M",381480.54,"PROF",14,"36-40",949,17
"C3286",0,51,"M",432862.19,"PROF",5,">50",930,10
"C3287",0,46,"M",349786.14,"PROF",15,"46-50",867,7
"C3288",0,34,"M",226276.12,"PROF",10,"31-35",230,0
"C3289",0,35,"M",79788.56,"",19,"31-35",883,6
"C329",0,25,"M",216151.56,"PROF",8,"<25",395,20
"C3290",0,40,"M",178709.25,"",13,"36-40",274,2
"C3291",0,41,"M",201531.4,"PROF",19,"41-45",490,20
"C3292",0,31,"M",45129.15,"PROF",1,"31-35",292,26
"C3293",0,37,"M",45377.26,"PROF",12,"36-40",788,6
"C3294",0,30,"M",170775.22,"PROF",7,"26-30",590,21
"C3295",0,28,"M",227516.71,"SAL",14,"26-30",930,1
"C3296",0,26,"M",149573.18,"PROF",17,"26-30",216,10
"C3297",0,55,"M",473998.45,"PROF",15,">50",983,6
"C3298",0,34,"M",10508.7,"PROF",17,"31-35",372,4
"C3299",0,33,"M",4397.95,"",8,"31-35",352,26
"C33",0,53,"O",18444.45,"SELF-EMP",26,">50",923,19
"C330",0,34,"M",104022.5,"PROF",36,"31-35",913,22
"C3300",0,25,"M",73864.27,"",19,"<25",190,3
"C3301",0,24,"M",24946.94,"",6,"<25",727,1
"C3302",0,29,"M",410774.63,"PROF",18,"26-30",602,12
"C3303",0,30,"M",43346.51,"",11,"26-30",847,5
"C3304",0,51,"M",420480.5,"PROF",2,">50",462,24
"C3305",0,30,"M",146298.89,"PROF",7,"26-30",135,4
"C3306",0,30,"M",133179.48,"PROF",8,"26-30",638,13
"C3307",0,34,"M",82520.57,"PROF",9,"31-35",620,7
"C3308",0,35,"M",38784.04,"PROF",13,"31-35",177,20
"C3309",0,46,"M",25771.95,"PROF",19,"46-50",202,1
"C331",0,24,"M",584232.19,"SAL",27,"<25",355,15
"C3310",0,41,"M",339192.9,"PROF",10,"41-45",774,8
"C3311",0,55,"M",146075.73,"PROF",0,">50",633,30
"C3312",0,32,"M",232528.5,"",6,"31-35",748,7
"C3313",0,33,"M",83901.98,"",2,"31-35",723,29
"C3314",0,33,"M",7683.81,"SAL",16,"31-35",464,20
"C3315",0,39,"M",75731.3,"",16,"36-40",671,21
"C3316",0,30,"M",132845.52,"PROF",3,"26-30",473,1
"C3317",0,40,"M",221475.09,"PROF",8,"36-40",169,19
"C3318",0,45,"M",284200.68,"PROF",4,"41-45",774,29
"C3319",0,36,"M",161414.88,"",14,"36-40",164,6
"C332",0,26,"M",4755.95,"PROF",16,"26-30",204,16
"C3320",0,55,"M",131749.51,"PROF",0,">50",908,24
"C3321",0,52,"M",100927.66,"PROF",18,">50",397,14
"C3322",0,29,"M",202131.62,"",19,"26-30",666,23
"C3323",0,52,"M",13882.02,"PROF",18,">50",631,7
